category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
telecommunications-engineering,Telecommunications engineering,4,telecommunications,8774050,https://en.wikipedia.org/?curid=8774050,wd:Q1061219,1,0,0,Telecommunications engineering is a subfield of Electrical engineering which seeks to design and devise systems of communication at a distance. The work ranges from basic circuit design to strategic m
television,Television,4,mass-communication,29831,https://en.wikipedia.org/?curid=29831,wd:Q289,1,22,0,"Television (TV) is a telecommunication medium for transmitting moving images and sound. Additionally, the term can refer to a physical television set rather than the medium of transmission. Television"
tensor-analysis,Tensor,4,analysis,29965,https://en.wikipedia.org/?curid=29965,wd:Q188524,1,34,0,"In mathematics, a tensor is an algebraic object that describes a multilinear relationship between sets of algebraic objects associated with a vector space. Tensors may map between different objects su"
term-logic,Term logic,4,classical-logic,321652,https://en.wikipedia.org/?curid=321652,wd:Q237125,1,0,0,"In logic and formal semantics, term logic, also known as traditional logic, syllogistic logic or Aristotelian logic, is a loose name for an approach to formal logic that began with Aristotle and was d"
tertiary-education,Tertiary education,4,educational-stages,31486,https://en.wikipedia.org/?curid=31486,wd:Q9166713,1,0,0,Tertiary education (also called higher education or post-secondary education) is the educational level following the completion of secondary education. The World Bank defines tertiary education as inc
text-editors,Text editor,4,software-development,30310,https://en.wikipedia.org/?curid=30310,wd:Q131212,1,16,0,"A text editor is interactive software that allows a user to edit plain text, such as Notepad.
As with any software, a text editor can be installed onto a system, but often a relatively simple text edi"
textile-manufacturing,Textile manufacturing,4,process-engineering,2162735,https://en.wikipedia.org/?curid=2162735,wd:Q1505660,1,6,0,"Textile manufacturing or textile engineering is a major industry. It is largely based on the conversion of fibre into yarn, then yarn into fabric. These are then dyed or printed, fabricated into cloth"
theatre,Theatre,4,performing-arts,20913771,https://en.wikipedia.org/?curid=20913771,wd:Q11635,1,30,0,"Theatre or theater is a collaborative form of performing art that uses live performers, usually actors, to present experiences of a real or imagined event before a live audience in a specific place, o"
theocracy,Theocracy,4,political-ideologies,30875,https://en.wikipedia.org/?curid=30875,wd:Q44405,1,7,0,"Theocracy or ethiocracy is a form of autocracy or oligarchy in which one or more deities are recognized as supreme ruling authorities giving divine guidance to human intermediaries with executive, leg"
theology,Theology,4,religious-studies,30503,https://en.wikipedia.org/?curid=30503,wd:Q34178,1,2,0,"Theology is the study of religious belief from a religious perspective, with a focus on the nature of divinity and the history behind religion. It is taught as an academic discipline, typically in uni"
entities-in-theoretical-chemistry,Theoretical chemistry,4,theoretical-chemistry,31491,https://en.wikipedia.org/?curid=31491,wd:Q321150,1,0,0,"Theoretical chemistry is the branch of chemistry which develops theoretical generalizations that are part of the theoretical arsenal of modern chemistry: for example, the concepts of chemical bonding,"
topics-in-theoretical-chemistry,Theoretical chemistry,4,theoretical-chemistry,31491,https://en.wikipedia.org/?curid=31491,wd:Q321150,1,0,0,"Theoretical chemistry is the branch of chemistry which develops theoretical generalizations that are part of the theoretical arsenal of modern chemistry: for example, the concepts of chemical bonding,"
entities-in-theoretical-linguistics,Theoretical linguistics,4,theoretical-linguistics,55422,https://en.wikipedia.org/?curid=55422,wd:Q351625,1,0,0,"Theoretical linguistics, or general linguistics, is the branch of linguistics which inquires into the nature of language itself and seeks to answer fundamental questions as to what language is; how it"
topics-in-theoretical-linguistics,Theoretical linguistics,4,theoretical-linguistics,55422,https://en.wikipedia.org/?curid=55422,wd:Q351625,0,1,0,
entities-in-theoretical-psychology,Theoretical psychology,4,theoretical-psychology,981440,https://en.wikipedia.org/?curid=981440,wd:Q7782373,1,0,0,"Theoretical psychology is concerned with theoretical and philosophical aspects of psychology. It is an interdisciplinary field with a wide scope of study. 
It focuses on combining and incorporating ex"
topics-in-theoretical-psychology,Theoretical psychology,4,theoretical-psychology,981440,https://en.wikipedia.org/?curid=981440,wd:Q7782373,0,5,0,
political-behavior,Theories of political behavior,4,political-science,37123,https://en.wikipedia.org/?curid=37123,wd:Q796617,1,0,0,"Theories of political behavior, as an aspect of political science, attempt to quantify and explain the influences that define a person's political views, ideology, and levels of political participatio"
entities-in-theory-of-computation,Theory of computation,4,theory-of-computation,30402,https://en.wikipedia.org/?curid=30402,wd:Q844718,1,0,0,"In theoretical computer science and mathematics, the theory of computation is the branch that deals with what problems can be solved on a model of computation using an algorithm, how efficiently they "
topics-in-theory-of-computation,Theory of computation,4,theory-of-computation,30402,https://en.wikipedia.org/?curid=30402,wd:Q844718,1,0,0,"In theoretical computer science and mathematics, the theory of computation is the branch that deals with what problems can be solved on a model of computation using an algorithm, how efficiently they "
constraint-management,Theory of constraints,4,business-administration,203932,https://en.wikipedia.org/?curid=203932,wd:Q956095,1,1,0,The theory of constraints (TOC) is a management paradigm that views any manageable system as being limited in achieving more of its goals by a very small number of constraints. There is always at leas
entities-in-relativity,Theory of relativity,4,relativity,30001,https://en.wikipedia.org/?curid=30001,wd:Q43514,1,0,0,"The theory of relativity comprises two physics theories by Albert Einstein: special relativity and general relativity, proposed and published in 1905 and 1915, respectively. Special relativity applies"
topics-in-relativity,Theory of relativity,4,relativity,30001,https://en.wikipedia.org/?curid=30001,wd:Q43514,1,2,0,"The theory of relativity comprises two physics theories by Albert Einstein: special relativity and general relativity, proposed and published in 1905 and 1915, respectively. Special relativity applies"
entities-in-thermal-engineering,Thermal engineering,4,thermal-engineering,19582317,https://en.wikipedia.org/?curid=19582317,wd:Q2585592,1,0,0,"Thermal engineering is a specialized sub-discipline of mechanical engineering that focuses on the storage, transfer, and conversion of heat energy within or between thermal systems. Thermal engineers "
topics-in-thermal-engineering,Thermal engineering,4,thermal-engineering,19582317,https://en.wikipedia.org/?curid=19582317,wd:Q2585592,0,0,0,
thermochemistry,Thermochemistry,4,physical-chemistry,30369,https://en.wikipedia.org/?curid=30369,wd:Q183410,1,11,0,"Thermochemistry is the study of the heat energy which is associated with chemical reactions and/or phase changes such as melting and boiling.  A reaction may release or absorb energy, and a phase chan"
thermodynamic-cycles,Thermodynamic cycle,4,thermodynamics,3285197,https://en.wikipedia.org/?curid=3285197,wd:Q75920,1,5,0,"A thermodynamic cycle consists of linked sequences of thermodynamic processes that involve transfer of heat and work into and out of the system, while varying pressure, temperature, and other state va"
entities-in-thermodynamics,Thermodynamics,4,thermodynamics,29952,https://en.wikipedia.org/?curid=29952,wd:Q11473,1,0,0,"Thermodynamics is a branch of physics that deals with heat, work, and temperature, and their relation to energy, entropy, and the physical properties of matter and radiation. The behavior of these qua"
topics-in-thermodynamics,Thermodynamics,4,thermodynamics,29952,https://en.wikipedia.org/?curid=29952,wd:Q11473,1,1,0,"Thermodynamics is a branch of physics that deals with heat, work, and temperature, and their relation to energy, entropy, and the physical properties of matter and radiation. The behavior of these qua"
